FounderExperience,TeamSize,FundingAmount,MarketSize,InnovationScore,MarketingBudget,CompetitionLevel,IndustryType,FounderEducation,ProductStage,RevenueGrowth,StartupSuccess
15,8,21.3,2,2,8.02,1,AgriTech,Bachelors,Growth,42.59,0
7,21,10.85,1,3,0.63,7,HealthTech,Bachelors,Growth,50.39,1
5,34,29.9,10,4,6.78,6,HealthTech,Bachelors,Growth,11.79,1
11,4,29.78,1,10,19.52,8,AgriTech,Masters,MVP,50.16,1
23,25,18.67,8,6,17.48,8,AI,PhD,Growth,99.69,1
20,15,16.72,2,1,6.65,2,FinTech,MBA,Prototype,52.27,0
7,4,44.26,10,9,11.8,8,AI,Masters,Idea,-5.12,0
3,45,19.23,5,5,16.96,6,HealthTech,PhD,MVP,77.61,1
7,12,24.73,4,7,8.88,9,FinTech,MBA,Prototype,33.61,1
17,32,14.24,8,9,0.46,7,Ecommerce,Bachelors,Idea,6.9,0
4,32,39.36,2,9,1.58,2,EdTech,MBA,MVP,84.88,1
8,28,19.93,10,1,10.26,8,AI,MBA,Growth,11.78,1
3,13,25.73,9,1,19.39,9,SaaS,PhD,MVP,91.28,1
21,31,12.74,7,3,13.89,7,HealthTech,MBA,Growth,38.6,1
16,14,49.38,7,6,1.51,4,FinTech,Bachelors,Growth,71.71,1
8,20,14.65,1,2,3.87,9,AgriTech,Masters,Growth,50.17,0
0,18,38.56,2,10,15.45,4,AgriTech,Masters,Idea,18.23,0
20,29,21.43,4,1,16.84,4,AgriTech,PhD,MVP,63.82,0
19,6,10.39,4,1,12.39,9,FinTech,Bachelors,Growth,95.37,1
12,32,40.01,3,5,12.92,8,Ecommerce,Bachelors,Prototype,74.66,0
15,29,16.75,7,4,0.66,4,AI,MBA,MVP,56.44,1
12,43,43.27,8,1,16.59,8,SaaS,PhD,Prototype,98.97,1
13,2,45.77,2,4,15.79,8,AgriTech,Bachelors,Idea,19.19,0
2,23,43.01,4,3,5.25,7,FinTech,Bachelors,Idea,-3.14,0
5,19,1.85,3,2,14.2,10,AgriTech,Bachelors,MVP,-6.47,0
17,31,39.39,2,9,4.38,6,Ecommerce,Masters,Idea,68.18,0
18,51,20.63,6,1,0.9,8,HealthTech,Masters,Idea,81.33,1
4,5,43.7,4,7,4.1,7,AgriTech,Masters,MVP,59.86,0
14,19,31.93,6,4,3.65,5,Ecommerce,MBA,Prototype,89.55,0
24,34,41.7,2,5,6.82,4,AI,MBA,Growth,66.78,1
1,10,25.02,4,10,8.43,2,AgriTech,MBA,MVP,30.81,0
9,25,26.8,6,5,10.22,8,Ecommerce,Bachelors,MVP,9.94,0
23,2,7.3,5,1,9.59,9,FinTech,Masters,Growth,91.71,1
17,11,39.22,3,6,5.49,4,FinTech,Bachelors,Prototype,1.4,1
12,50,21.03,8,9,0.68,4,EdTech,Bachelors,Growth,49.73,1
4,31,25.05,7,2,12.14,5,Ecommerce,PhD,Growth,24.54,0
22,56,39.28,3,7,7.98,2,HealthTech,Bachelors,Prototype,19.86,0
23,15,29.98,6,6,6.04,7,AgriTech,MBA,Prototype,61.04,1
0,9,10.13,4,5,17.35,5,SaaS,Masters,Growth,15.44,1
21,23,29.55,5,4,14.96,6,SaaS,Masters,Growth,90.8,1
0,19,20.44,5,4,17.17,4,AI,Bachelors,MVP,34.66,0
17,9,23.53,7,6,9.95,8,EdTech,MBA,Prototype,64.51,1
14,35,1.51,5,4,2.71,8,Ecommerce,MBA,Idea,70.05,0
16,21,10.58,3,5,13.95,5,HealthTech,MBA,Prototype,65.12,0
10,9,14.12,10,6,4.2,6,EdTech,Masters,Growth,89.37,1
20,28,35.68,5,5,8.88,3,FinTech,MBA,Growth,15.42,1
24,46,0.67,7,7,1.39,1,AI,MBA,Growth,-0.53,1
21,51,20.5,5,9,16.52,9,AgriTech,Bachelors,Growth,-3.9,0
16,7,46.21,5,10,2.61,9,AgriTech,PhD,Idea,86.56,0
12,16,5.68,9,7,18.07,3,AgriTech,MBA,Prototype,97.06,1
0,16,25.87,3,7,17.3,4,Ecommerce,Bachelors,Idea,23.28,0
1,33,39.35,6,4,9.35,7,SaaS,Bachelors,Idea,66.29,1
8,4,47.13,1,1,14.91,2,HealthTech,MBA,Growth,-9.02,0
2,4,37.36,10,8,12.43,3,AgriTech,PhD,Idea,10.75,1
0,39,36.06,5,4,16.08,6,AgriTech,Masters,Growth,65.82,0
20,40,41.34,8,1,8.69,8,FinTech,PhD,Growth,-2.75,1
15,17,22.37,5,5,15.74,1,EdTech,MBA,Growth,41.54,1
22,37,40.31,9,8,9.3,4,AgriTech,PhD,Idea,62.88,1
5,39,0.5,6,4,18.83,1,AI,Bachelors,Growth,74.26,1
16,52,46.24,8,8,9.78,2,EdTech,Bachelors,Idea,39.92,1
4,29,22.22,10,8,9.31,8,SaaS,PhD,Prototype,59.33,1
4,52,27.71,8,3,15.72,6,EdTech,Masters,Growth,49.35,0
5,36,12.82,3,9,16.45,9,HealthTech,PhD,MVP,-4.25,0
2,38,37.15,7,3,11.13,2,FinTech,MBA,MVP,71.71,1
20,39,3.92,7,1,3.68,3,Ecommerce,Masters,MVP,8.96,1
22,50,43.64,10,2,9.41,9,HealthTech,PhD,MVP,-6.5,1
4,37,41.42,6,6,19.36,9,SaaS,PhD,MVP,39.63,1
20,52,10.88,7,10,15.08,6,AI,Masters,Idea,85.22,0
4,35,40.49,2,2,16.24,3,SaaS,PhD,Prototype,6.59,1
9,7,39.34,9,6,0.75,5,SaaS,MBA,Idea,-8.59,1
9,27,31.65,10,1,9.41,2,EdTech,Bachelors,Growth,2.1,1
18,28,18.74,10,1,12.97,7,AI,MBA,Prototype,30.0,1
16,22,13.65,1,5,16.62,10,HealthTech,PhD,Prototype,53.82,1
20,14,11.67,1,10,1.08,8,SaaS,Bachelors,Prototype,11.23,0
13,7,16.0,3,9,17.06,6,HealthTech,Masters,Prototype,78.22,1
8,37,45.19,3,8,11.01,8,AgriTech,MBA,MVP,72.86,1
13,22,3.97,1,3,4.03,2,AgriTech,Masters,Growth,66.54,0
0,5,41.46,7,3,6.41,3,AgriTech,Bachelors,Prototype,43.62,1
18,55,17.51,4,1,5.71,7,Ecommerce,PhD,Prototype,30.17,1
12,2,26.13,10,3,10.66,10,EdTech,Bachelors,MVP,31.31,1
12,27,39.74,2,1,1.13,1,HealthTech,Bachelors,Idea,45.34,1
3,21,44.23,10,8,3.25,7,AgriTech,Masters,Idea,-1.5,1
0,54,17.3,5,1,16.27,6,AgriTech,MBA,Idea,65.05,0
16,38,23.15,6,5,2.74,8,AI,Bachelors,Growth,28.67,0
7,15,20.78,9,9,4.74,7,SaaS,PhD,Idea,14.72,0
1,21,0.76,4,7,9.12,4,AgriTech,Bachelors,Prototype,20.62,0
7,10,14.87,2,4,10.39,3,Ecommerce,Masters,MVP,9.83,0
6,23,23.01,5,9,15.3,3,AI,MBA,MVP,89.17,1
1,58,20.61,3,9,9.0,4,EdTech,PhD,Idea,8.59,1
21,56,36.12,2,2,15.82,9,Ecommerce,Masters,MVP,87.12,1
21,39,19.3,1,10,12.41,9,Ecommerce,Bachelors,Prototype,52.95,1
2,5,24.52,10,10,2.35,2,Ecommerce,Bachelors,Idea,85.42,0
17,1,21.54,2,6,3.21,5,SaaS,MBA,Prototype,42.15,0
11,13,37.06,6,4,8.8,1,AgriTech,Masters,Growth,92.04,1
0,21,43.16,8,8,8.0,4,FinTech,Masters,Prototype,13.26,0
21,26,26.64,3,7,14.9,2,Ecommerce,MBA,Prototype,51.02,1
11,50,39.49,9,7,11.66,8,AI,PhD,Prototype,3.84,1
4,45,14.91,9,10,7.82,4,AI,Masters,Prototype,39.19,1
24,21,27.11,2,9,3.5,5,EdTech,MBA,Growth,52.69,0
16,53,17.33,8,5,4.61,4,HealthTech,Masters,Idea,56.62,1
15,18,20.77,10,6,11.55,5,HealthTech,MBA,Prototype,30.21,0
14,37,36.65,5,1,8.53,5,FinTech,Bachelors,Idea,-1.6,1
22,45,44.09,4,6,10.35,5,SaaS,Bachelors,MVP,62.09,1
14,32,6.16,10,2,3.5,3,AgriTech,Masters,Prototype,43.73,0
4,36,31.77,5,6,13.29,7,SaaS,Masters,Prototype,5.06,0
20,17,29.15,4,9,17.07,3,AgriTech,Bachelors,MVP,92.95,1
13,35,6.01,8,8,5.23,2,Ecommerce,PhD,Idea,95.12,0
1,49,10.67,4,9,9.88,3,AgriTech,MBA,Growth,84.23,1
10,11,15.62,10,10,19.51,3,FinTech,PhD,Prototype,82.83,1
18,21,8.43,6,8,6.73,8,EdTech,PhD,MVP,0.85,1
6,52,12.26,2,3,11.94,4,EdTech,PhD,MVP,99.28,1
5,55,13.45,5,8,1.89,3,HealthTech,Bachelors,Prototype,34.04,1
1,53,16.85,6,6,12.16,10,EdTech,Masters,Idea,7.94,1
5,26,37.49,5,6,1.88,5,Ecommerce,PhD,Idea,79.33,1
17,4,28.64,2,6,19.19,4,AI,Bachelors,Prototype,14.83,1
1,34,49.31,7,3,14.34,9,EdTech,MBA,MVP,47.88,1
17,52,20.8,4,10,15.78,8,FinTech,Masters,Prototype,4.08,1
14,48,37.72,8,1,14.11,7,Ecommerce,MBA,Growth,42.21,1
18,18,43.59,7,4,11.84,8,EdTech,PhD,Growth,51.4,1
1,40,33.98,7,10,9.05,5,SaaS,Masters,Idea,39.05,1
19,35,20.65,9,6,17.18,4,AgriTech,PhD,Growth,-2.36,1
24,41,37.7,1,10,19.14,7,EdTech,Masters,MVP,43.34,1
5,29,10.26,10,2,10.03,1,SaaS,PhD,Growth,41.58,1
0,52,16.44,6,7,18.64,6,Ecommerce,MBA,Prototype,18.78,0
23,29,27.38,6,7,11.71,8,EdTech,MBA,MVP,91.38,1
14,38,28.81,6,4,10.81,7,SaaS,PhD,Idea,35.96,1
22,42,1.2,6,4,9.14,2,AI,Masters,Idea,85.05,1
9,21,47.26,10,1,4.26,7,HealthTech,MBA,Growth,2.06,1
18,42,34.86,7,2,0.17,6,Ecommerce,Masters,Idea,25.08,1
16,13,24.84,10,9,4.91,5,SaaS,Masters,Prototype,9.4,1
4,49,46.66,6,10,10.24,4,FinTech,MBA,MVP,34.93,1
3,41,22.01,1,8,7.66,1,EdTech,Bachelors,Prototype,2.28,1
9,17,49.02,3,8,9.02,2,SaaS,Bachelors,Prototype,38.51,0
23,56,25.66,2,9,19.61,7,AgriTech,Masters,Prototype,28.93,1
16,9,5.8,6,7,7.07,10,SaaS,MBA,Prototype,14.56,0
9,41,38.26,8,9,9.1,3,SaaS,Bachelors,MVP,60.64,1
16,1,33.98,3,10,2.76,5,AgriTech,PhD,MVP,94.6,1
19,2,38.67,10,2,1.05,8,HealthTech,Masters,Prototype,12.78,1
23,48,47.58,8,6,15.53,8,AgriTech,Bachelors,Prototype,68.3,1
4,29,38.85,8,3,11.46,6,AgriTech,MBA,Idea,71.66,0
1,33,30.61,5,6,15.24,5,FinTech,MBA,Idea,44.79,1
5,10,42.88,8,3,3.08,2,AgriTech,Masters,MVP,88.74,1
20,50,33.69,6,8,11.48,9,FinTech,MBA,Idea,96.3,1
1,58,20.47,5,4,5.15,1,AI,PhD,MVP,29.85,1
12,40,44.29,9,10,4.64,2,AgriTech,PhD,MVP,61.61,0
10,21,11.17,7,6,0.33,1,HealthTech,Bachelors,Growth,62.84,0
10,28,35.76,8,9,2.69,4,AgriTech,MBA,MVP,34.4,1
15,11,44.09,1,2,6.25,4,SaaS,PhD,Idea,24.85,1
10,55,36.59,2,2,2.43,5,Ecommerce,Masters,Growth,92.71,1
18,34,34.89,8,7,19.72,5,HealthTech,MBA,Idea,76.9,0
14,8,37.66,9,2,6.24,8,AgriTech,Bachelors,MVP,2.59,0
24,59,23.31,4,2,2.69,3,HealthTech,Masters,MVP,3.19,1
22,22,43.72,10,4,4.06,6,FinTech,Masters,Prototype,91.48,1
22,8,10.25,10,9,11.8,3,AI,Masters,MVP,-1.04,0
15,49,6.46,9,8,1.37,2,AI,PhD,Growth,65.73,1
10,15,14.35,4,2,17.26,8,HealthTech,Masters,MVP,14.94,1
21,17,26.63,10,8,19.23,1,HealthTech,PhD,Prototype,-6.13,1
15,23,25.58,10,4,5.01,9,AgriTech,Masters,MVP,-3.44,1
7,24,41.05,10,2,9.06,7,EdTech,PhD,MVP,31.09,1
3,45,20.29,9,10,0.54,10,SaaS,MBA,MVP,-1.47,0
7,19,24.27,7,7,12.85,4,FinTech,PhD,Prototype,55.63,1
3,5,0.77,2,6,8.34,3,SaaS,PhD,Idea,61.2,1
23,32,20.55,9,10,5.47,6,Ecommerce,MBA,MVP,31.08,1
24,44,32.42,4,5,4.22,9,Ecommerce,Masters,Growth,71.72,1
2,1,0.87,8,1,13.12,9,AI,MBA,Prototype,43.9,0
2,23,14.12,7,2,8.38,4,FinTech,Masters,Growth,37.33,1
17,37,10.48,7,8,3.68,10,SaaS,PhD,MVP,34.77,1
18,8,2.2,8,1,13.81,5,AI,Masters,Prototype,37.42,0
18,13,24.02,1,3,11.34,9,Ecommerce,PhD,MVP,96.47,1
20,8,9.17,5,2,17.19,2,HealthTech,Masters,Growth,64.95,1
4,57,37.18,2,5,2.44,2,FinTech,PhD,Prototype,24.67,1
17,23,42.41,2,4,15.73,5,FinTech,PhD,Idea,70.72,1
9,43,27.32,1,7,13.5,1,SaaS,Bachelors,Idea,26.33,0
21,1,49.09,5,5,2.39,8,AgriTech,Masters,Idea,3.83,0
20,45,22.58,2,8,13.93,5,EdTech,Masters,MVP,42.29,1
5,51,25.72,4,4,8.89,10,SaaS,Bachelors,Prototype,72.61,1
0,24,49.46,3,6,18.91,2,HealthTech,PhD,Growth,31.54,1
4,35,11.65,3,4,2.92,9,AgriTech,PhD,Growth,85.61,1
8,24,47.13,2,2,12.89,2,AgriTech,Bachelors,MVP,32.56,0
11,17,2.24,6,1,7.7,7,AgriTech,Bachelors,MVP,28.48,0
13,5,22.37,2,1,19.14,8,HealthTech,MBA,Growth,99.81,1
1,20,3.59,8,8,6.67,6,AI,PhD,Prototype,43.07,0
16,21,36.49,8,4,19.25,7,FinTech,MBA,MVP,78.57,1
13,40,30.46,5,5,18.04,1,AI,Masters,Prototype,78.55,1
12,58,35.36,10,8,5.48,4,HealthTech,MBA,Growth,91.9,1
8,31,18.79,7,7,16.09,7,EdTech,Bachelors,Prototype,-0.66,0
24,46,18.54,4,8,19.91,1,FinTech,Bachelors,Idea,19.83,1
14,36,2.36,1,8,5.13,1,HealthTech,Bachelors,Growth,74.45,0
24,11,17.56,2,6,8.79,6,EdTech,Bachelors,Idea,51.89,1
21,52,46.47,10,10,10.45,4,SaaS,MBA,Growth,51.56,1
14,15,19.02,10,2,5.97,3,Ecommerce,MBA,Idea,8.28,1
23,19,41.59,4,6,0.4,5,AgriTech,MBA,Prototype,20.93,0
10,7,42.13,1,1,4.48,9,HealthTech,Bachelors,Growth,47.35,1
15,51,18.72,8,1,5.71,10,Ecommerce,Bachelors,Growth,20.49,1
16,28,31.64,9,3,8.93,10,AI,PhD,Idea,13.13,0
3,51,4.86,4,3,3.5,10,Ecommerce,PhD,Prototype,-0.35,0
0,43,5.27,10,5,17.48,3,HealthTech,Bachelors,Growth,7.13,1
7,58,2.53,3,1,14.13,5,Ecommerce,PhD,MVP,74.58,1
16,5,29.09,2,10,1.8,10,AgriTech,Masters,Idea,69.07,1
2,5,21.36,5,6,13.04,5,FinTech,Masters,Growth,-4.96,1
19,30,27.45,3,7,13.11,9,HealthTech,Bachelors,Prototype,12.36,1
14,54,26.1,10,10,19.13,10,EdTech,MBA,Prototype,51.65,1
14,32,17.58,7,3,0.16,4,Ecommerce,Masters,Prototype,25.49,1
23,8,33.91,6,4,5.03,1,FinTech,Masters,Prototype,80.56,1
21,10,37.95,1,10,18.56,10,AgriTech,MBA,Idea,76.35,1
13,38,0.83,8,10,18.65,5,AI,PhD,Growth,88.07,1
22,47,10.44,2,10,14.44,1,AI,MBA,Idea,51.92,1
13,32,35.69,5,10,15.34,6,AgriTech,PhD,Idea,28.73,1
23,48,19.39,9,10,1.92,10,Ecommerce,PhD,Prototype,56.67,0
1,28,33.16,8,3,10.33,10,AI,MBA,MVP,-0.19,0
12,17,17.41,2,1,4.71,7,EdTech,PhD,Prototype,-8.95,1
13,31,19.6,9,8,3.71,1,HealthTech,Masters,MVP,-8.12,1
23,8,8.02,5,10,16.23,10,FinTech,Bachelors,Idea,34.83,0
18,40,12.99,10,10,2.79,4,SaaS,PhD,Prototype,15.09,1
6,25,30.31,6,2,9.43,9,Ecommerce,Masters,Prototype,7.31,0
2,9,21.71,3,1,18.78,1,AI,MBA,Idea,57.69,1
14,2,38.74,3,8,3.8,9,HealthTech,PhD,Prototype,99.46,0
22,15,42.64,10,7,19.56,8,SaaS,Masters,Growth,9.55,0
13,50,27.13,8,7,19.89,5,EdTech,PhD,MVP,50.11,1
10,3,37.94,10,4,11.16,6,AI,MBA,MVP,3.17,1
14,49,15.41,10,9,3.49,7,AI,Bachelors,MVP,92.77,1
12,36,20.81,2,6,6.39,4,FinTech,PhD,Prototype,22.09,1
17,4,35.67,2,2,8.55,6,EdTech,Bachelors,Growth,86.62,1
5,14,19.37,5,1,6.26,7,EdTech,PhD,Prototype,21.14,0
2,41,29.47,6,1,5.68,6,Ecommerce,PhD,MVP,78.67,1
18,41,9.35,2,9,19.45,6,SaaS,MBA,Prototype,13.03,1
14,25,30.03,5,4,3.15,2,FinTech,PhD,MVP,22.21,0
24,58,43.09,7,5,14.69,5,Ecommerce,Masters,Idea,11.17,1
22,55,43.45,10,3,0.11,3,FinTech,Masters,MVP,19.07,1
4,50,36.24,10,4,11.96,7,EdTech,Bachelors,Idea,81.84,1
9,10,37.31,8,8,18.33,4,FinTech,Bachelors,Idea,60.29,1
6,21,27.94,7,4,5.83,1,FinTech,Masters,Idea,34.65,1
24,36,29.27,8,9,3.79,6,FinTech,Bachelors,MVP,96.87,0
16,12,6.77,9,9,13.07,6,HealthTech,Bachelors,Growth,41.13,1
6,27,22.25,5,6,14.28,7,HealthTech,Masters,MVP,96.67,1
21,40,22.59,5,2,13.79,8,SaaS,Masters,Prototype,11.62,1
11,2,47.93,10,10,6.45,3,SaaS,Masters,Prototype,89.51,0
24,54,21.61,4,7,5.12,6,AgriTech,MBA,Growth,-8.48,1
16,13,27.51,9,9,19.12,10,EdTech,MBA,Growth,49.98,0
12,53,26.71,5,6,18.47,2,FinTech,Masters,Growth,36.54,1
19,32,31.87,2,3,9.2,9,EdTech,PhD,Idea,47.76,0
24,31,37.44,10,7,16.94,2,HealthTech,Masters,Growth,50.88,1
3,16,11.33,8,5,9.1,3,FinTech,MBA,Growth,32.79,0
9,32,26.48,7,1,8.55,10,Ecommerce,Bachelors,Growth,99.8,1
2,32,41.31,8,3,3.22,2,HealthTech,PhD,MVP,97.42,1
8,34,23.21,3,5,8.59,9,HealthTech,PhD,Prototype,95.79,1
12,11,14.0,4,7,10.79,1,HealthTech,Bachelors,Prototype,97.7,1
17,10,32.77,5,3,0.55,5,AgriTech,PhD,Growth,77.23,0
14,15,41.21,6,6,8.94,1,FinTech,Bachelors,Prototype,98.74,1
3,17,3.25,1,5,15.65,5,SaaS,MBA,MVP,88.16,0
14,40,38.86,4,1,13.63,8,AI,PhD,Prototype,35.75,1
21,18,41.1,10,10,12.74,8,Ecommerce,PhD,Idea,76.33,1
1,55,23.13,5,6,18.2,8,Ecommerce,Bachelors,MVP,90.33,1
14,9,49.17,7,8,0.46,2,EdTech,Bachelors,Prototype,68.39,1
7,25,39.36,5,1,11.19,8,FinTech,MBA,Prototype,36.51,0
7,40,38.71,1,2,15.77,5,SaaS,Bachelors,MVP,-2.76,1
16,59,37.42,7,4,10.87,1,HealthTech,Bachelors,Prototype,79.07,1
11,14,7.62,8,2,6.55,7,AI,MBA,Prototype,94.8,1
18,58,10.94,7,9,2.81,6,FinTech,Masters,Growth,29.87,0
9,25,23.25,4,10,17.76,5,FinTech,Masters,Idea,6.71,1
8,50,13.27,8,8,9.47,1,AgriTech,Bachelors,MVP,25.92,1
4,22,20.82,5,8,17.57,1,SaaS,MBA,Growth,54.09,1
5,52,44.43,10,4,11.76,6,AI,Masters,Prototype,24.86,1
19,30,41.23,9,5,13.52,10,HealthTech,MBA,MVP,57.17,1
1,20,31.54,10,4,16.1,7,FinTech,Bachelors,MVP,96.35,0
23,21,42.92,5,9,13.22,10,Ecommerce,Bachelors,Idea,63.78,1
12,44,39.21,1,2,8.02,10,Ecommerce,MBA,Idea,29.89,1
5,32,21.51,9,8,10.32,1,AI,PhD,MVP,92.93,1
4,51,10.13,5,2,16.08,9,HealthTech,Bachelors,Idea,52.22,0
24,46,25.76,6,1,7.54,4,AI,Bachelors,Idea,4.12,1
0,49,36.84,4,10,7.82,5,FinTech,Bachelors,Prototype,44.89,0
20,56,21.88,6,3,2.0,2,AgriTech,Bachelors,Idea,61.9,1
21,21,33.37,8,9,18.3,10,AgriTech,MBA,Idea,82.21,1
20,35,4.81,3,3,1.91,8,Ecommerce,MBA,Growth,93.01,0
5,58,37.43,5,9,13.0,2,AgriTech,MBA,Prototype,24.92,0
5,32,40.65,2,7,8.32,3,EdTech,MBA,Prototype,7.11,0
22,30,35.37,2,10,8.17,9,AI,PhD,MVP,-1.88,1
15,55,48.37,7,1,13.62,2,AgriTech,MBA,Idea,71.22,1
3,39,41.35,10,10,1.44,6,EdTech,MBA,Growth,77.47,0
10,49,45.16,10,5,11.91,4,EdTech,Bachelors,Growth,35.03,1
23,12,46.69,10,9,15.46,7,SaaS,PhD,Prototype,33.55,1
22,41,40.09,6,3,16.58,6,Ecommerce,Bachelors,Idea,94.97,0
8,47,33.75,4,9,3.49,10,AI,PhD,Growth,90.83,1
22,18,0.39,5,5,17.96,9,EdTech,Masters,MVP,15.66,1
2,21,23.34,1,9,13.16,9,FinTech,PhD,Idea,75.89,1
18,13,28.6,7,10,17.65,10,AgriTech,PhD,Idea,58.5,1
7,21,15.27,8,6,9.76,4,SaaS,Bachelors,Idea,6.96,1
4,8,15.97,9,9,10.89,1,HealthTech,PhD,Growth,29.24,0
3,46,48.06,8,7,18.39,2,AgriTech,PhD,Prototype,9.52,0
23,40,44.6,5,7,18.01,8,AgriTech,Bachelors,Prototype,22.47,0
5,46,42.47,3,8,9.02,10,AgriTech,Masters,MVP,57.68,1
1,7,20.36,10,7,5.56,8,SaaS,Masters,Growth,31.28,1
19,23,0.78,9,9,7.92,2,HealthTech,Masters,Idea,33.35,1
10,44,4.1,6,9,7.82,4,Ecommerce,PhD,MVP,49.36,1
3,32,15.68,5,6,5.81,1,AI,Bachelors,MVP,-0.41,1
14,11,0.89,3,7,5.44,7,AI,Masters,Prototype,71.27,1
5,22,0.96,6,2,17.24,4,HealthTech,Masters,Idea,34.19,0
21,22,45.84,3,9,1.49,8,AgriTech,Masters,Idea,42.84,1
16,43,35.34,10,1,13.58,9,FinTech,Masters,Growth,97.17,0
23,25,15.52,6,1,3.54,9,HealthTech,Bachelors,Growth,27.88,1
5,22,6.72,4,3,6.96,3,HealthTech,Masters,Growth,61.3,0
18,28,25.63,2,6,1.32,5,AI,PhD,MVP,33.18,1
24,29,0.37,8,5,5.47,6,EdTech,PhD,Idea,88.37,1
1,13,46.93,4,2,15.39,6,FinTech,Bachelors,Prototype,83.14,1
14,18,20.8,9,9,17.71,10,AI,MBA,MVP,16.58,1
10,2,20.18,7,10,4.51,8,SaaS,Masters,MVP,66.09,1
7,29,19.59,2,4,9.32,6,HealthTech,Masters,Prototype,-2.83,1
18,21,3.56,4,4,9.46,6,EdTech,PhD,Prototype,95.95,0
12,15,31.95,5,5,17.48,4,FinTech,Bachelors,Growth,28.39,1
11,52,36.68,3,8,15.28,7,Ecommerce,MBA,Prototype,81.5,1
4,27,33.84,9,10,10.31,8,FinTech,PhD,Prototype,25.03,1
5,50,7.01,5,4,13.45,3,FinTech,MBA,Prototype,59.6,1
21,31,28.98,2,5,16.96,7,AgriTech,Bachelors,Prototype,98.19,0
3,15,28.52,3,4,0.29,3,HealthTech,Bachelors,Growth,86.44,0
18,51,43.43,9,6,8.12,8,HealthTech,Bachelors,MVP,7.64,1
19,23,19.02,7,3,18.15,1,Ecommerce,PhD,Idea,50.22,1
0,24,18.64,2,8,14.83,1,Ecommerce,Bachelors,Idea,28.34,0
19,44,30.96,9,6,10.9,6,Ecommerce,PhD,MVP,37.78,1
16,13,31.69,4,10,10.64,10,AI,PhD,Idea,26.87,0
11,22,23.52,9,5,7.02,9,AI,Masters,Idea,26.96,1
14,43,22.21,2,2,10.46,4,HealthTech,PhD,MVP,49.68,0
0,37,24.76,10,10,13.14,6,HealthTech,PhD,Idea,11.12,0
13,33,43.07,4,10,8.43,5,Ecommerce,Masters,Idea,49.11,1
5,56,23.11,5,7,14.31,1,AI,MBA,MVP,20.69,1
4,3,47.0,2,2,17.24,6,EdTech,Masters,Idea,21.79,0
10,54,25.25,10,1,3.18,9,AI,Masters,Prototype,71.26,1
3,19,47.47,1,7,9.09,3,HealthTech,Bachelors,MVP,-6.74,0
12,23,41.66,7,5,8.22,3,AI,Bachelors,Growth,31.9,1
10,29,18.19,10,1,13.78,2,HealthTech,Masters,Idea,34.83,0
2,30,43.2,1,4,5.07,4,Ecommerce,Bachelors,Growth,43.36,1
0,39,5.59,8,4,12.84,10,AgriTech,Masters,Idea,63.59,1
5,44,46.26,3,10,17.56,3,Ecommerce,Bachelors,Prototype,30.67,1
17,47,31.62,10,7,8.42,2,Ecommerce,PhD,MVP,13.45,1
23,25,2.81,6,9,18.23,1,EdTech,Bachelors,Growth,87.34,1
9,37,32.25,7,2,19.86,3,AgriTech,Bachelors,MVP,97.91,0
4,47,48.71,10,1,2.21,10,EdTech,PhD,Growth,-7.8,0
22,8,3.58,1,2,4.74,6,HealthTech,Masters,Idea,50.11,0
9,42,27.78,6,7,19.01,9,FinTech,Bachelors,Prototype,27.59,1
11,58,37.41,7,10,19.17,5,SaaS,Bachelors,Growth,20.47,1
1,16,40.53,6,6,2.04,3,EdTech,PhD,Growth,26.93,1
12,8,20.75,4,4,0.4,5,HealthTech,PhD,Prototype,60.28,1
7,1,10.29,1,1,3.31,5,AgriTech,PhD,Prototype,10.98,0
1,44,2.21,9,1,19.92,5,AI,MBA,Prototype,90.41,0
19,5,29.03,4,5,3.68,7,AgriTech,PhD,Prototype,41.27,1
0,3,22.7,7,1,10.1,5,Ecommerce,Masters,Prototype,25.81,1
4,1,47.44,7,7,16.98,7,Ecommerce,Bachelors,MVP,74.21,0
8,4,3.12,2,1,0.51,9,Ecommerce,Bachelors,Idea,-8.2,0
16,40,34.3,1,1,12.13,5,HealthTech,MBA,Idea,37.5,1
8,35,1.35,8,2,5.61,2,Ecommerce,Bachelors,Growth,29.08,1
10,32,8.65,8,10,17.26,5,EdTech,Bachelors,Prototype,27.2,0
14,42,22.73,7,3,5.74,8,AI,Masters,MVP,27.08,1
23,34,22.8,8,1,13.77,4,Ecommerce,Bachelors,MVP,-6.56,0
5,43,34.32,3,9,13.52,2,HealthTech,Masters,Growth,6.73,1
22,25,45.52,2,10,4.51,10,AI,MBA,Prototype,5.61,1
2,10,31.99,7,8,0.79,3,Ecommerce,Masters,Idea,98.75,0
16,21,47.68,8,5,8.24,9,FinTech,PhD,Prototype,-7.56,1
4,46,44.09,1,2,5.85,9,Ecommerce,PhD,MVP,8.38,0
11,39,29.27,10,5,16.2,8,SaaS,MBA,Prototype,97.16,1
17,27,41.71,9,6,16.03,8,AgriTech,Bachelors,Idea,59.11,1
13,27,32.16,4,1,9.19,8,EdTech,Masters,Idea,39.57,0
20,2,4.02,4,4,12.17,8,AI,PhD,Growth,-1.34,1
23,41,37.05,3,9,12.12,8,EdTech,Masters,MVP,63.66,1
10,48,4.84,6,2,16.56,1,FinTech,PhD,Prototype,5.16,1
